DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,COMMON_CONTROL,MULTIPLE_MEASUREMENT,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
138,wos1565,copper sulfate,0.44,LC50,0.05,0.07,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.9,LC50,0.13,0.14,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_c,wos1565_1,Pimephales promelas,fathead minnow,Aquatic Biosystems Inc,Teleostei ,Chordata,Animalia,Aquatic,adult,48,algaecide,NO,n/a,environmental,acute,21,8.1,starved,1080,YES,132,NO,liquid formulation,YES,n/a,2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant."
139,wos1565,copper sulfate,0.44,LC50,0.05,0.07,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.41,LC50,0.05,0.05,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_c,wos1565_2,Pimephales promelas,fathead minnow,Aquatic Biosystems Inc,Teleostei ,Chordata,Animalia,Aquatic,adult,48,algaecide,NO,n/a,environmental,acute,21,8.1,starved,1080,YES,132,NO,liquid formulation,YES,n/a,2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant."
140,wos1565,copper sulfate,0.34,LC50,0.05,0.05,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.81,LC50,0.12,0.13,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_d,wos1565_1,Pimephales promelas,fathead minnow,Aquatic Biosystems Inc,Teleostei ,Chordata,Animalia,Aquatic,adult,72,algaecide,NO,n/a,environmental,acute,21,8.1,starved,1080,YES,132,NO,liquid formulation,YES,n/a,2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant."
141,wos1565,copper sulfate,0.34,LC50,0.05,0.05,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.31,LC50,0.04,0.06,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_d,wos1565_2,Pimephales promelas,fathead minnow,Aquatic Biosystems Inc,Teleostei ,Chordata,Animalia,Aquatic,adult,72,algaecide,NO,n/a,environmental,acute,21,8.1,starved,1080,YES,132,NO,liquid formulation,YES,n/a,2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant."
142,wos1565,copper sulfate,0.28,LC50,0.03,0.05,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.69,LC50,0.1,0.12,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_e,wos1565_1,Pimephales promelas,fathead minnow,Aquatic Biosystems Inc,Teleostei ,Chordata,Animalia,Aquatic,adult,96,algaecide,NO,n/a,environmental,acute,21,8.1,starved,1080,YES,132,NO,liquid formulation,YES,n/a,2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant."
143,wos1565,copper sulfate,0.28,LC50,0.03,0.05,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.24,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_e,wos1565_2,Pimephales promelas,fathead minnow,Aquatic Biosystems Inc,Teleostei ,Chordata,Animalia,Aquatic,adult,96,algaecide,NO,n/a,environmental,acute,21,8.1,starved,1080,YES,132,NO,liquid formulation,YES,n/a,2014,"algaecide, captain was a chelator and, captain XTR was a chelator with a surfanctant."
144,wos1565,copper sulfate,>1,LC50,n/a,n/a,n/a,6,5,"at least 6 replicates, 5 per container",Captain,0.84,LC50,0.07,0.08,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_f,wos1565_3,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),8,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,YES,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
145,wos1565,copper sulfate,>1,LC50,n/a,n/a,n/a,6,5,"at least 6 replicates, 5 per container",Captain XTR,>1,LC50,n/a,n/a,n/a,6,5,"at least 6 replicates, 5 per container",probit,wos1565_f,wos1565_4,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),8,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,YES,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
146,wos1565,copper sulfate,0.41,LC50,0.05,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.32,LC50,0.03,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_g,wos1565_3,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),24,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
147,wos1565,copper sulfate,0.41,LC50,0.05,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.45,LC50,0.06,0.06,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_g,wos1565_4,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),24,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
148,wos1565,copper sulfate,0.26,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.21,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_h,wos1565_3,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),48,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
149,wos1565,copper sulfate,0.26,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.22,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_h,wos1565_4,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),48,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
150,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.19,LC50,0.03,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_i,wos1565_3,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),72,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
151,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.21,LC50,0.02,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_i,wos1565_4,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),72,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
152,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.18,LC50,0.02,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_j,wos1565_3,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),96,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
153,wos1565,copper sulfate,0.25,LC50,0.02,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.2,LC50,0.01,0.02,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_j,wos1565_4,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (small),96,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big)"
154,wos1565,copper sulfate,0.53,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.71,LC50,0.06,0.06,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_k,wos1565_5,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),24,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
155,wos1565,copper sulfate,0.53,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.5,LC50,0.05,0.06,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_k,wos1565_6,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),24,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
156,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.39,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_l,wos1565_5,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),48,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
157,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.32,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_l,wos1565_6,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),48,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
158,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.36,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_m,wos1565_5,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),72,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
159,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.31,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_m,wos1565_6,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),72,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
160,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain,0.36,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_n,wos1565_5,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),96,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
161,wos1565,copper sulfate,0.48,LC50,0.04,0.04,CI_95,6,5,"at least 6 replicates, 5 per container",Captain XTR,0.31,LC50,0.03,0.03,CI_95,6,5,"at least 6 replicates, 5 per container",probit,wos1565_n,wos1565_6,Salvelinus fontinalis,brook trout,New York State Rome Lab,Teleostei ,Chordata,Animalia,Aquatic,adult (large),96,algaecide,NO,n/a,environmental,acute,13,8.1,starved,n/a,YES,132,NO,liquid formulation,YES,n/a,2014,"there were two sets of values for the brook trout, for small and large specimens. Label adult (small) and adult (big). 8h large brook trout was excluded as copper sulfate LC50 was greater than range tested for formulants."
162,scopus59,cypermethrin,9.74,LC50,1.64,1.61,CI_95,3,5,"3 replicates, 5 individuals",Ustaad,4.85,LC50,0.83,0.83,CI_95,3,5,"3 replicates, 5 individuals",probit,scopus59_a,scopus59_1,Oreochromis niloticus,nile tilapia,Kulia fish farm,Teleostei,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,n/a,environmental,acute,31,7.2,starved,n/a,NO,141.44,NO,Emulsifiable concentrate,YES,n/a,2017,n/a
163,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Barclay Gallup Biograde 360,450,EC50,34.9009901,36.38613861,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_1,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
164,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Boom Efekt,450,EC50,54,54,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_2,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
165,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Fozat 480,108,EC50,0,18,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_3,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
166,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Gladiator 480 SL,108,EC50,0,36,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_4,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
167,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Glialka Express 6H,3,EC50,0.710526316,0.789473684,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_5,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,ready to use,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
168,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Kapazin,216,EC50,0,17.75342466,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_6,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
169,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Roundup Classic,40.5,EC50,13.47531993,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_7,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
170,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Total,54,EC50,0,0,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_8,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
171,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Dominator Extra 608 SL,126,EC50,5.547169811,6.339622642,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_9,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
172,wos764,glyphosate,>500,EC50,n/a,n/a,n/a,3,1,3 replicates per concentration,Glialka Star,72,EC50,0,17.79591837,CI_95,3,1,3 replicates per concentration,four parameter logistic,wos764_a,wos764_10,Aliivibrio fischeri,n/a,"DSM-7151, NRRL B-11177",Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,n/a,0.5,herbicide,NO,n/a,environmental,acute,20,n/a,n/a,n/a,YES,n/a,YES,soluble concentrate,YES,n/a,2020,the CIs were in terms of G salt. Had to convert CIs using to G acid using ratio between G acid and G salt EC50 estimates. Some odd CIs in this set of 13. 
